name,type,id,test,url,locale,images,sales,dates,classifications,promoter,promoters,seatmap,ticketing,nameOrigin,_links,_embedded,description
"Pitbull – I’m Back! , Platinum Tickets",event,Z698xZq2Z1k0bqvxp,False,https://www.ticketmaster.se/event/pitbull--im-back--platinum-tickets-tickets/918741896?language=en-us,en-us,"[{'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/918/bd324c03-b456-4cb9-87b2-fe8664cb1918_SOURCE', 'width': 2426, 'height': 1365, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_SOURCE', 'width': 2048, 'height': 1152, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': False}]","{'public': {'startDateTime': '2025-10-24T10:00:00Z', 'startTBD': False, 'startTBA': False, 'endDateTime': '2026-06-23T21:59:00Z'}}","{'start': {'localDate': '2026-06-23', 'localTime': '20:00:00', 'dateTime': '2026-06-23T18:00:00Z', 'dateTBD': False, 'dateTBA': False, 'timeTBA': False, 'noSpecificTime': False}, 'timezone': 'Europe/Stockholm', 'status': {'code': 'onsale'}, 'spanMultipleDays': False}","[{'primary': True, 'segment': {'id': 'KZFzniwnSyZfZ7v7nJ', 'name': 'Music'}, 'genre': {'id': 'KnvZfZ7vAeA', 'name': 'Rock'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7v6F1', 'name': 'Pop'}, 'family': False}, {'primary': False, 'segment': {'id': 'KZFzniwnSyZfZ7v7nJ', 'name': 'Music'}, 'genre': {'id': 'KnvZfZ7vAvl', 'name': 'Other'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7vk1I', 'name': 'Other'}, 'family': False}]","{'id': '12231', 'name': 'Stockholm Live AB'}","[{'id': '12231', 'name': 'Stockholm Live AB'}]",{'staticUrl': 'https://media.ticketmaster.eu/sweden/5a71ca4a210aa52e36abc77dd7ae50fd.jpg'},{'safeTix': {'enabled': True}},custom,"{'self': {'href': '/discovery/v2/events/Z698xZq2Z1k0bqvxp?locale=en-us'}, 'attractions': [{'href': '/discovery/v2/attractions/K8vZ917Gp10?locale=en-us'}], 'venues': [{'href': '/discovery/v2/venues/Z698xZq2Za7Yu?locale=en-us'}]}","{'venues': [{'name': '3Arena', 'type': 'venue', 'id': 'Z698xZq2Za7Yu', 'test': False, 'url': 'https://www.ticketmaster.se/venue/3arena-stockholm-biljetter/tele/612', 'locale': 'en-us', 'postalCode': '12177', 'timezone': 'Europe/Stockholm', 'city': {'name': 'Stockholm'}, 'country': {'name': 'Sweden', 'countryCode': 'SE'}, 'address': {'line1': 'Arenaslingan 14'}, 'location': {'longitude': '18.08558', 'latitude': '59.29045'}, 'upcomingEvents': {'mfx-se': 3, '_total': 3, '_filtered': 0}, '_links': {'self': {'href': '/discovery/v2/venues/Z698xZq2Za7Yu?locale=en-us'}}}], 'attractions': [{'name': 'Pitbull', 'type': 'attraction', 'id': 'K8vZ917Gp10', 'test': False, 'url': 'https://www.ticketmaster.com/pitbull-tickets/artist/985347', 'locale': 'en-us', 'externalLinks': {'youtube': [{'url': 'https://www.youtube.com/channel/UCv8nzwVPQDRjkPCkEsOdEwA'}], 'twitter': [{'url': 'https://twitter.com/pitbull'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/pitbull/27044968'}], 'lastfm': [{'url': 'http://www.last.fm/music/Pitbull'}], 'tiktok': [{'url': 'https://www.tiktok.com/@pitbull'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Pitbull_(rapper)'}], 'facebook': [{'url': 'https://www.facebook.com/pitbull'}], 'spotify': [{'url': 'https://open.spotify.com/artist/0TnOYISbd1XYRBk9myaseg?autoplay=true'}], 'instagram': [{'url': 'http://instagram.com/pitbull'}], 'musicbrainz': [{'id': 'd262ea27-3ffe-40f7-b922-85c42d625e67', 'url': 'https://musicbrainz.org/artist/d262ea27-3ffe-40f7-b922-85c42d625e67'}], 'homepage': [{'url': 'http://www.pitbullmusic.com/'}]}, 'images': [{'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/918/bd324c03-b456-4cb9-87b2-fe8664cb1918_SOURCE', 'width': 2426, 'height': 1365, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_SOURCE', 'width': 2048, 'height': 1152, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/55e/c39c621f-2b4d-4741-b826-ac768995555e_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': False}], 'classifications': [{'primary': True, 'segment': {'id': 'KZFzniwnSyZfZ7v7nJ', 'name': 'Music'}, 'genre': {'id': 'KnvZfZ7vAev', 'name': 'Pop'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7vk1t', 'name': 'Pop'}, 'type': {'id': 'KZAyXgnZfZ7v7la', 'name': 'Individual'}, 'subType': {'id': 'KZFzBErXgnZfZ7vAd7', 'name': 'Musician'}, 'family': False}], 'upcomingEvents': {'mfx-be': 1, 'mfx-fi': 4, 'mfx-ch': 2, 'mfx-es': 2, 'ticketmaster': 52, 'mfx-it': 2, 'mfx-cz': 6, 'mfx-se': 1, 'mfx-at': 2, 'universe': 1, 'mfx-nl': 3, 'trium': 2, 'mfx-de': 7, 'mfx-pl': 9, '_total': 94, '_filtered': 0}, '_links': {'self': {'href': '/discovery/v2/attractions/K8vZ917Gp10?locale=en-us'}}}]}",
Foo Fighters: TAKE COVER TOUR 2026,event,Z698xZq2Z16vjV4-b3,False,https://www.ticketmaster.se/event/foo-fighters-take-cover-tour-2026-tickets/1734561612?language=en-us,en-us,"[{'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/bc0/8341ed56-92be-4c3a-a4d2-7f1e76f09bc0_SOURCE', 'width': 2426, 'height': 1365, 'fallback': False}, {'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_TABLET_LANDSCAPE_LARGE_16_9.jpg', 'width': 2048, 'height': 1152, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': False}, {'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_SOURCE', 'width': 3400, 'height': 1440, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': False}]","{'public': {'startDateTime': '2025-11-14T09:00:00Z', 'startTBD': False, 'startTBA': False, 'endDateTime': '2026-06-12T21:59:00Z'}}","{'start': {'localDate': '2026-06-12', 'localTime': '17:30:00', 'dateTime': '2026-06-12T15:30:00Z', 'dateTBD': False, 'dateTBA': False, 'timeTBA': False, 'noSpecificTime': False}, 'timezone': 'Europe/Stockholm', 'status': {'code': 'onsale'}, 'spanMultipleDays': False}","[{'primary': True, 'segment': {'id': 'KZFzniwnSyZfZ7v7nJ', 'name': 'Music'}, 'genre': {'id': 'KnvZfZ7vAeA', 'name': 'Rock'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7v6F1', 'name': 'Pop'}, 'family': False}, {'primary': False, 'segment': {'id': 'KZFzniwnSyZfZ7v7nJ', 'name': 'Music'}, 'genre': {'id': 'KnvZfZ7vAvl', 'name': 'Other'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7vk1I', 'name': 'Other'}, 'family': False}]","{'id': '8959', 'name': 'Nationalarenan i Solna AB'}","[{'id': '8959', 'name': 'Nationalarenan i Solna AB'}]",{'staticUrl': 'https://media.ticketmaster.eu/sweden/bead0dcd671c9ef2b5cff8b2ca17ff4e.jpg'},{'safeTix': {'enabled': True}},custom,"{'self': {'href': '/discovery/v2/events/Z698xZq2Z16vjV4-b3?locale=en-us'}, 'attractions': [{'href': '/discovery/v2/attractions/K8vZ91713Y7?locale=en-us'}], 'venues': [{'href': '/discovery/v2/venues/Z598xZq2Za7e1?locale=en-us'}]}","{'venues': [{'name': 'Strawberry Arena', 'type': 'venue', 'id': 'Z598xZq2Za7e1', 'test': False, 'url': 'https://www.ticketmaster.se/venue/strawberry-arena-stockholm-biljetter/fds/612', 'locale': 'en-us', 'images': [{'ratio': '16_9', 'url': 'https://media.ticketmaster.eu/sweden/122f43a4ccab78c61c968b868ca34ff5.png', 'width': 205, 'height': 115, 'fallback': False}], 'postalCode': '16979', 'timezone': 'Europe/Stockholm', 'city': {'name': 'Stockholm'}, 'country': {'name': 'Sweden', 'countryCode': 'SE'}, 'address': {'line1': 'Råsta Strandväg 1'}, 'location': {'longitude': '18.00041', 'latitude': '59.37254'}, 'upcomingEvents': {'mfx-se': 23, '_total': 23, '_filtered': 0}, '_links': {'self': {'href': '/discovery/v2/venues/Z598xZq2Za7e1?locale=en-us'}}}], 'attractions': [{'name': 'Foo Fighters', 'type': 'attraction', 'id': 'K8vZ91713Y7', 'test': False, 'url': 'https://www.ticketmaster.com/foo-fighters-tickets/artist/776005', 'locale': 'en-us', 'externalLinks': {'youtube': [{'url': 'https://www.youtube.com/channel/UCi2KNss4Yx73NG0JARSFe0A'}], 'twitter': [{'url': 'https://twitter.com/foofighters'}], 'itunes': [{'url': 'https://music.apple.com/us/artist/foo-fighters/6906197'}], 'lastfm': [{'url': 'http://www.last.fm/music/Foo+Fighters'}], 'spotify': [{'url': 'https://open.spotify.com/artist/7jy3rLJdDQY21OgRLCZ9sD?autoplay=true'}], 'wiki': [{'url': 'https://en.wikipedia.org/wiki/Foo_Fighters'}], 'facebook': [{'url': 'https://www.facebook.com/foofighters'}], 'instagram': [{'url': 'https://www.instagram.com/foofighters/'}], 'musicbrainz': [{'id': '67f66c07-6e61-4026-ade5-7e782fad3a5d', 'url': 'https://musicbrainz.org/artist/67f66c07-6e61-4026-ade5-7e782fad3a5d'}], 'homepage': [{'url': 'http://www.foofighters.com/'}]}, 'aliases': ['foo fighters', 'fu fighters'], 'images': [{'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/bc0/8341ed56-92be-4c3a-a4d2-7f1e76f09bc0_SOURCE', 'width': 2426, 'height': 1365, 'fallback': False}, {'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_TABLET_LANDSCAPE_LARGE_16_9.jpg', 'width': 2048, 'height': 1152, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': False}, {'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_SOURCE', 'width': 3400, 'height': 1440, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': False}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/a86/e34186a0-096e-4145-9ff7-208608c1fa86_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': False}], 'classifications': [{'primary': True, 'segment': {'id': 'KZFzniwnSyZfZ7v7nJ', 'name': 'Music'}, 'genre': {'id': 'KnvZfZ7vAeA', 'name': 'Rock'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7v6dt', 'name': 'Alternative Rock'}, 'type': {'id': 'KZAyXgnZfZ7v7nI', 'name': 'Undefined'}, 'subType': {'id': 'KZFzBErXgnZfZ7v7lJ', 'name': 'Undefined'}, 'family': False}], 'upcomingEvents': {'mfx-se': 3, 'mfx-nl': 1, 'tmr': 1, 'ticketmaster': 20, 'mfx-no': 1, 'trium': 1, 'mfx-it': 1, 'mfx-pl': 3, '_total': 31, '_filtered': 0}, '_links': {'self': {'href': '/discovery/v2/attractions/K8vZ91713Y7?locale=en-us'}}}]}",
"Matt Rife: Stay Golden World Tour, Platinum Tickets",event,Z698xZq2Z16vAgbJjd,False,https://www.ticketmaster.se/event/matt-rife-stay-golden-world-tour-platinum-tickets-tickets/1175626703?language=en-us,en-us,"[{'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/238/b3bb5076-6b92-45d8-b5a5-e5e700a50238_SOURCE', 'width': 2426, 'height': 1372, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_TABLET_LANDSCAPE_LARGE_16_9.jpg', 'width': 2048, 'height': 1152, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': False, 'attribution': 'Matt Rife'}]","{'public': {'startDateTime': '2026-01-13T18:39:00Z', 'startTBD': False, 'startTBA': False, 'endDateTime': '2026-04-20T17:30:00Z'}}","{'start': {'localDate': '2026-04-20', 'localTime': '19:30:00', 'dateTime': '2026-04-20T17:30:00Z', 'dateTBD': False, 'dateTBA': False, 'timeTBA': False, 'noSpecificTime': False}, 'timezone': 'Europe/Stockholm', 'status': {'code': 'onsale'}, 'spanMultipleDays': False}","[{'primary': False, 'segment': {'id': 'KZFzniwnSyZfZ7v7na', 'name': 'Arts & Theatre'}, 'genre': {'id': 'KnvZfZ7vAe1', 'name': 'Comedy'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7vF17', 'name': 'Comedy'}, 'family': False}, {'primary': True, 'segment': {'id': 'KZFzniwnSyZfZ7v7na', 'name': 'Arts & Theatre'}, 'genre': {'id': 'KnvZfZ7vAe1', 'name': 'Comedy'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7vF17', 'name': 'Comedy'}, 'family': False}]","{'id': '12231', 'name': 'Stockholm Live AB'}","[{'id': '12231', 'name': 'Stockholm Live AB'}]",,{'safeTix': {'enabled': True}},custom,"{'self': {'href': '/discovery/v2/events/Z698xZq2Z16vAgbJjd?locale=en-us'}, 'attractions': [{'href': '/discovery/v2/attractions/K8vZ9179SV7?locale=en-us'}], 'venues': [{'href': '/discovery/v2/venues/Z698xZq2Za7YE?locale=en-us'}]}","{'venues': [{'type': 'venue', 'id': 'Z698xZq2Za7YE', 'test': False, 'url': 'https://www.ticketmaster.se/venue/avicii-arena-stockholm-biljetter/glb/612', 'locale': 'en-us', 'images': [{'ratio': '16_9', 'url': 'https://media.ticketmaster.eu/sweden/8266bf30ebf1b645a8d4f310bdcd728a.jpg', 'width': 205, 'height': 115, 'fallback': False}], 'postalCode': '12177', 'timezone': 'Europe/Stockholm', 'city': {'name': 'Stockholm'}, 'country': {'name': 'Sweden', 'countryCode': 'SE'}, 'address': {'line1': 'Globentorget 2'}, 'location': {'longitude': '18.08081', 'latitude': '59.29416'}, 'upcomingEvents': {'mfx-se': 14, '_total': 14, '_filtered': 0}, '_links': {'self': {'href': '/discovery/v2/venues/Z698xZq2Za7YE?locale=en-us'}}}], 'attractions': [{'name': 'Matt Rife', 'type': 'attraction', 'id': 'K8vZ9179SV7', 'test': False, 'url': 'https://www.ticketmaster.com/matt-rife-tickets/artist/2431961', 'locale': 'en-us', 'images': [{'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_TABLET_LANDSCAPE_3_2.jpg', 'width': 1024, 'height': 683, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_RECOMENDATION_16_9.jpg', 'width': 100, 'height': 56, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/238/b3bb5076-6b92-45d8-b5a5-e5e700a50238_SOURCE', 'width': 2426, 'height': 1372, 'fallback': False}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_ARTIST_PAGE_3_2.jpg', 'width': 305, 'height': 203, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '4_3', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_CUSTOM.jpg', 'width': 305, 'height': 225, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_RETINA_PORTRAIT_16_9.jpg', 'width': 640, 'height': 360, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_EVENT_DETAIL_PAGE_16_9.jpg', 'width': 205, 'height': 115, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '3_2', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_RETINA_PORTRAIT_3_2.jpg', 'width': 640, 'height': 427, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_TABLET_LANDSCAPE_16_9.jpg', 'width': 1024, 'height': 576, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_TABLET_LANDSCAPE_LARGE_16_9.jpg', 'width': 2048, 'height': 1152, 'fallback': False, 'attribution': 'Matt Rife'}, {'ratio': '16_9', 'url': 'https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_RETINA_LANDSCAPE_16_9.jpg', 'width': 1136, 'height': 639, 'fallback': False, 'attribution': 'Matt Rife'}], 'classifications': [{'primary': True, 'segment': {'id': 'KZFzniwnSyZfZ7v7na', 'name': 'Arts & Theatre'}, 'genre': {'id': 'KnvZfZ7vAe1', 'name': 'Comedy'}, 'subGenre': {'id': 'KZazBEonSMnZfZ7vF17', 'name': 'Comedy'}, 'type': {'id': 'KZAyXgnZfZ7v7la', 'name': 'Individual'}, 'subType': {'id': 'KZFzBErXgnZfZ7vAdJ', 'name': 'Comedian'}, 'family': False}], 'upcomingEvents': {'mfx-se': 1, 'mfx-ch': 1, 'mfx-nl': 3, 'tmr': 8, 'ticketmaster': 46, 'mfx-no': 2, 'mfx-it': 2, '_total': 63, '_filtered': 0}, '_links': {'self': {'href': '/discovery/v2/attractions/K8vZ9179SV7?locale=en-us'}}}]}",
