event_id,name,url,image_url,date,time,status,segment,genre,subgenre,venue_name,venue_city,venue_address,venue_lat,venue_lon,price_min,price_max,currency,day_of_week,month_name,month_num,year,hour
Z698xZq2Z16eZNr_FO,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-tickets/2023799220?language=en-us,https://s1.ticketm.net/dam/e/5bf/b9e784d8-00da-424e-b8b2-bd03ca86a5bf_TABLET_LANDSCAPE_3_2.jpg,2026-05-22,18:30:00,onsale,Arts & Theatre,Theatre,Miscellaneous,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,,,,Friday,May,5,2026,18
Z698xZq2Z16vOba7fU,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-tickets/1818244536?language=en-us,https://s1.ticketm.net/dam/a/08d/3e62af05-2974-4fea-836f-c0c75ed0008d_RETINA_LANDSCAPE_16_9.jpg,2026-05-23,13:00:00,onsale,Arts & Theatre,Theatre,Musical,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,,,,Saturday,May,5,2026,13
Z698xZq2Z1kFzekeb,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-tickets/238086098?language=en-us,https://s1.ticketm.net/dam/e/035/a08cdcb8-823a-466a-92b2-f54b8d3f9035_ARTIST_PAGE_3_2.jpg,2026-05-23,19:30:00,onsale,Arts & Theatre,Theatre,Musical,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,,,,Saturday,May,5,2026,19
Z698xZq2Z1kG3ak07,"NE-YO & AKON: Nights Like This Tour 2026 , Platinum Tickets",https://www.ticketmaster.se/event/ne-yo--akon-nights-like-this-tour-2026--platinum-tickets-tickets/312246904?language=en-us,https://s1.ticketm.net/dam/e/2f1/85d5031a-a88f-4610-ad1c-3d5c0c64d2f1_RETINA_LANDSCAPE_16_9.jpg,2026-05-23,19:30:00,onsale,Music,Hip-Hop/Rap,Hip-Hop/Rap,,Stockholm,Globentorget 2,59.29416,18.08081,,,,Saturday,May,5,2026,19
Z698xZq2Z1kxfGk8U,Maddox Batson - Live Worldwide Tour,https://www.ticketmaster.se/event/maddox-batson-live-worldwide-tour-tickets/894306436?language=en-us,https://s1.ticketm.net/dam/a/54f/b81a0792-67bd-491d-8804-674ffc61c54f_RETINA_PORTRAIT_3_2.jpg,2026-05-24,20:00:00,onsale,Music,Folk,Folk,Fryshuset,Stockholm,Mårtendalsgatan 2-8,59.33233,18.06293,,,,Sunday,May,5,2026,20
Z698xZq2Z1ku-p_kF,Heave Blood & Die,https://www.ticketmaster.se/event/heave-blood--die-tickets/361599188?language=en-us,https://s1.ticketm.net/dam/c/797/5e693c26-2881-4776-8f0c-3aa94bfa3797_106511_TABLET_LANDSCAPE_3_2.jpg,2026-05-26,19:30:00,onsale,Music,Metal,Metal,Debaser Nova,Stockholm,Hornstulls strand,59.31366,18.03503,,,,Tuesday,May,5,2026,19
Z698xZq2Z16v8ok8by,Black Coffee,https://www.ticketmaster.se/event/black-coffee-tickets/1411190639?language=en-us,https://s1.ticketm.net/dam/e/31c/68dd50ff-1ac0-4193-b0cc-7460dafd131c_TABLET_LANDSCAPE_LARGE_16_9.jpg,2026-05-28,17:00:00,onsale,Music,Dance/Electronic,Dance/Electronic,Portlands - Frihamnen,Stockholm,Frihamnsgatan 14,59.34153,18.11903,,,,Thursday,May,5,2026,17
Z698xZq2Z16evNpdZP,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-tickets/2063583025?language=en-us,https://s1.ticketm.net/dam/e/aa4/a20a7840-d542-4cf1-aeb9-cf744fb88aa4_ARTIST_PAGE_3_2.jpg,2026-05-28,18:30:00,onsale,Arts & Theatre,Theatre,Miscellaneous,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,,,,Thursday,May,5,2026,18
Z698xZq2Z16vJpZIr3,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-tickets/1996028792?language=en-us,https://s1.ticketm.net/dam/e/72b/4f7b853f-5968-4d34-9742-0dd23e6ce72b_EVENT_DETAIL_PAGE_16_9.jpg,2026-05-29,18:30:00,onsale,Arts & Theatre,Theatre,Musical,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,,,,Friday,May,5,2026,18
Z698xZq2Z1krffsAO,"LINKIN PARK - From Zero World Tour 2026, Platinum tickets",https://www.ticketmaster.se/event/linkin-park-from-zero-world-tour-2026-platinum-tickets-tickets/794531160?language=en-us,https://s1.ticketm.net/dam/a/534/d3a239c9-96b9-4f75-a63d-2ca2c5a2c534_SOURCE,2026-05-29,19:30:00,onsale,Music,Rock,Pop,3Arena,Stockholm,Arenaslingan 14,59.29045,18.08558,,,,Friday,May,5,2026,19
Z698xZq2Z1k0Ybsb3,MAMMA MIA! THE PARTY,https://www.ticketmaster.se/event/mamma-mia-the-party-tickets/930631612?language=en-us,https://s1.ticketm.net/dam/e/7f8/577ac787-4aef-4a75-a61c-0840d7f9f7f8_TABLET_LANDSCAPE_LARGE_16_9.jpg,2026-05-30,19:30:00,onsale,Arts & Theatre,Theatre,Musical,Tyrol,Stockholm,Lilla Allmänna Gränd 2,59.324127,18.096259,,,,Saturday,May,5,2026,19
