event_id,name,date,time,status,segment,genre,venue_name,venue_lat,venue_lon,price_min,price_max,price_is_estimated,day_of_week,month_name,year,url,image_url
Z698xZq2Z16v0V0UPA,& Julia,2026-04-11,15:00:00,offsale,Arts & Theatre,Theatre,Cirkus,59.32457,18.09969,279,334,True,Saturday,April,2026,https://www.ticketmaster.se/event/-julia-biljetter/1934936945,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
Z698xZq2Z16vFOfeuV,Mette Ingvartsen - SKATEPARK,2026-04-11,15:00:00,onsale,Arts & Theatre,Dance,Dansens Hus - Stora Scen,59.33623,18.05644,491,711,True,Saturday,April,2026,https://www.ticketmaster.se/event/mette-ingvartsen-skatepark-biljetter/1220502374,https://s1.ticketm.net/dam/a/fbe/c50494b8-a4a8-4032-bce6-81dec0709fbe_CUSTOM.jpg
Z698xZq2Z1AovyZP,Bo Kaspers Orkester - Il magnifico,2026-04-11,16:00:00,onsale,Arts & Theatre,Spectacular,Göta Lejon,59.31378,18.07384,401,569,True,Saturday,April,2026,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/11079025,https://s1.ticketm.net/dam/e/502/dd7417c8-5d96-4264-a80b-046178a11502_RECOMENDATION_16_9.jpg
Z698xZq2Z16vAkOybO,Labero's Magic World,2026-04-11,18:00:00,onsale,Miscellaneous,Food & Drink,La Botanica,59.36898,18.00585,226,376,True,Saturday,April,2026,https://www.ticketmaster.se/event/laberos-magic-world-biljetter/1146839620,https://s1.ticketm.net/dam/a/f00/7a24bdb3-8f78-408b-85aa-125463437f00_TABLET_LANDSCAPE_3_2.jpg
Z698xZq2Z16vQo0Eox,Svartklubben - Mat & Musik i Mörker,2026-04-11,18:00:00,onsale,Arts & Theatre,Theatre,Svartklubben,59.31209,18.08133,682,739,True,Saturday,April,2026,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/1691927462,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg
Z698xZq2Z16vF3k9G0,MAMMA MIA! THE PARTY,2026-04-11,19:30:00,onsale,Arts & Theatre,Theatre,Tyrol,59.324127,18.096259,741,838,True,Saturday,April,2026,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/1212197324,https://s1.ticketm.net/dam/e/d78/e055a3c6-df72-44c6-9c2a-adff8b7bcd78_CUSTOM.jpg
Z698xZq2Z1k-Skb4F,Bo Kaspers Orkester - Il magnifico,2026-04-11,19:30:00,onsale,Music,Rock,Göta Lejon,59.31378,18.07384,813,900,True,Saturday,April,2026,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/873198548,https://s1.ticketm.net/dam/e/9f5/189e04cc-d86d-4ec2-9802-631f2227e9f5_TABLET_LANDSCAPE_3_2.jpg
Z698xZq2Z1k_y_Mo_,& Julia,2026-04-11,19:30:00,onsale,Arts & Theatre,Theatre,Cirkus,59.32457,18.09969,341,637,True,Saturday,April,2026,https://www.ticketmaster.se/event/-julia-biljetter/679677459,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
Z698xZq2Z16v78FaC7,MAFFIA COMEDY SUPERWEEKEND med Viktor Engberg,2026-04-11,20:00:00,onsale,Arts & Theatre,Comedy,Clarion Hotel Sign,59.99333,18.89062,599,767,True,Saturday,April,2026,https://www.ticketmaster.se/event/maffia-comedy-superweekend-med-viktor-engberg-biljetter/1110209384,https://s1.ticketm.net/dam/a/2f9/43412b6f-da4a-4529-afd0-31ba4b1162f9_RECOMENDATION_16_9.jpg
Z698xZq2Z16vr64UfE,& Julia,2026-04-12,15:00:00,onsale,Arts & Theatre,Theatre,Cirkus,59.32457,18.09969,472,658,True,Sunday,April,2026,https://www.ticketmaster.se/event/-julia-biljetter/1787576527,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
Z698xZq2Z1kedGv4w,Ichiko Aoba,2026-04-12,19:30:00,onsale,Music,Blues,Göta Lejon,59.31378,18.07384,527,725,True,Sunday,April,2026,https://www.ticketmaster.se/event/ichiko-aoba-biljetter/83301572,https://s1.ticketm.net/dam/e/c01/983eea98-05d6-4ad4-b655-b4919c6e1c01_TABLET_LANDSCAPE_16_9.jpg
Z698xZq2Z1AxGd3A,WITCH FEVER,2026-04-12,19:40:00,onsale,Music,Other,Debaser Nova,59.31366,18.03503,351,428,True,Sunday,April,2026,https://www.ticketmaster.se/event/witch-fever-biljetter/22303485,https://s1.ticketm.net/dam/a/76b/4791cbda-188d-4a39-827c-9cf937f4d76b_TABLET_LANDSCAPE_LARGE_16_9.jpg
Z698xZq2Z1k-Fudb3,Svartklubben - Mat & Musik i Mörker,2026-04-14,18:00:00,onsale,Miscellaneous,Food & Drink,Svartklubben,59.31209,18.08133,388,637,True,Tuesday,April,2026,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/848343612,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg
Z698xZq2Z1k37ef-A,Eric Idle,2026-04-14,19:00:00,onsale,Arts & Theatre,Comedy,Cirkus,59.32457,18.09969,554,689,True,Tuesday,April,2026,https://www.ticketmaster.se/event/eric-idle-always-look-on-the-bright-side-of-life-live-biljetter/484094845,https://s1.ticketm.net/dam/e/d88/0cbf49c5-f18e-4a38-ae44-0dcf61442d88_RECOMENDATION_16_9.jpg
Z698xZq2Z16vZ0G9_M,40 Fingers,2026-04-15,19:30:00,onsale,Music,Rock,Göta Lejon,59.31378,18.07384,453,665,True,Wednesday,April,2026,https://www.ticketmaster.se/event/40-fingers-biljetter/1024317677,https://s1.ticketm.net/dam/e/a38/c01c9483-250c-4c4c-b7f8-bb4829ff1a38_RETINA_LANDSCAPE_16_9.jpg
Z698xZq2Z16vavQaZx,Amanda Bergman,2026-04-15,19:30:00,onsale,Music,Alternative,Cirkus,59.32457,18.09969,445,713,True,Wednesday,April,2026,https://www.ticketmaster.se/event/amanda-bergman-biljetter/1241689022,https://s1.ticketm.net/dam/a/da1/c489a12c-bab8-469b-a9e7-bb7e67754da1_RECOMENDATION_16_9.jpg
Z698xZq2Z16va-0gjy,Svartklubben - Mat & Musik i Mörker,2026-04-16,18:00:00,onsale,Arts & Theatre,Theatre,Svartklubben,59.31209,18.08133,743,1032,True,Thursday,April,2026,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/1261935739,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg
Z698xZq2Z1k4z847s,MAMMA MIA! THE PARTY,2026-04-16,18:30:00,onsale,Arts & Theatre,Theatre,Tyrol,59.324127,18.096259,496,588,True,Thursday,April,2026,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/578415131,https://s1.ticketm.net/dam/e/196/c0ed667f-634b-4ead-8a88-6ac7d2dc2196_CUSTOM.jpg
Z698xZq2Z1k-pf_AJ,Efva Lilja - A Life as Right as Rain,2026-04-16,19:00:00,onsale,Arts & Theatre,Dance,Dansens Hus Blackbox,59.33233,18.06293,289,368,True,Thursday,April,2026,https://www.ticketmaster.se/event/efva-lilja-a-life-as-right-as-rain-biljetter/856519166,https://s1.ticketm.net/dam/a/6c1/57bab500-611c-41c9-9715-8cffef9666c1_ARTIST_PAGE_3_2.jpg
Z698xZq2Z16vua79fV,Bo Kaspers Orkester - Il magnifico,2026-04-16,19:30:00,onsale,Music,Rock,Göta Lejon,59.31378,18.07384,433,513,True,Thursday,April,2026,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/1349117534,https://s1.ticketm.net/dam/e/6be/002872f1-8844-4631-b998-5185ff3226be_EVENT_DETAIL_PAGE_16_9.jpg
Z698xZq2Z1kOVQaJK,Happy Voices under ledning av Gabriel Forss. Gäst: Linnea Henriksson,2026-04-16,19:30:00,onsale,Music,Rock,Filadelfia Convention Center,59.33948,18.03484,763,1012,True,Thursday,April,2026,https://www.ticketmaster.se/event/happy-voices-under-ledning-av-gabriel-forss-gast-linnea-henriksson-biljetter/834689993,https://s1.ticketm.net/dam/e/5b0/8be2d53f-b630-4a54-b485-e4d7422745b0_ARTIST_PAGE_3_2.jpg
Z698xZq2Z1kbe-8GO,& Julia,2026-04-16,19:30:00,onsale,Arts & Theatre,Theatre,Cirkus,59.32457,18.09969,332,426,True,Thursday,April,2026,https://www.ticketmaster.se/event/-julia-biljetter/602850320,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
Z698xZq2Z1k4s-dGU,Guldgruvan comedyklubb,2026-04-16,20:00:00,onsale,Arts & Theatre,Comedy,Sofia Common,59.31387,18.09131,345,567,True,Thursday,April,2026,https://www.ticketmaster.se/event/guldgruvan-comedyklubb-biljetter/571843336,https://s1.ticketm.net/dam/a/933/04589563-a8b7-492d-8612-ac299f8d5933_CUSTOM.jpg
Z698xZq2Z16v03_ejV,"Maias Party at Spy Bar with Maia, Sun of Malaichi & Shimmer",2026-04-16,21:00:00,onsale,Music,Dance/Electronic,Spy Bar,59.33655,18.07209,670,833,True,Thursday,April,2026,https://www.ticketmaster.se/event/maias-party-at-spy-bar-with-maia-sun-of-malaichi--shimmer-biljetter/1912642734,https://s1.ticketm.net/dam/e/69f/d0924f84-6afe-40f1-928b-c5c9c27b269f_RETINA_LANDSCAPE_16_9.jpg
Z698xZq2Z16v44q4-S,Labero's Magic World,2026-04-17,18:00:00,onsale,Arts & Theatre,Magic & Illusion,La Botanica,59.36898,18.00585,335,484,True,Friday,April,2026,https://www.ticketmaster.se/event/laberos-magic-world-biljetter/1555755873,https://s1.ticketm.net/dam/a/f00/7a24bdb3-8f78-408b-85aa-125463437f00_TABLET_LANDSCAPE_3_2.jpg
Z698xZq2Z16v_0_600,Svartklubben - Mat & Musik i Mörker,2026-04-17,18:00:00,onsale,Miscellaneous,Food & Drink,Svartklubben,59.31209,18.08133,264,488,True,Friday,April,2026,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/1664647924,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg
Z698xZq2Z1kFaqPqP,MAMMA MIA! THE PARTY,2026-04-17,18:30:00,onsale,Arts & Theatre,Theatre,Tyrol,59.324127,18.096259,451,521,True,Friday,April,2026,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/209765765,https://s1.ticketm.net/dam/e/5a1/96b792e6-8fc9-4992-ad64-6b1d795c85a1_RETINA_PORTRAIT_3_2.jpg
Z698xZq2Z16vfO0NCe,Mnozil Brass - 30-årsjubileum!,2026-04-17,19:00:00,onsale,Arts & Theatre,Spectacular,Filadelfia Convention Center,59.33948,18.03484,645,725,True,Friday,April,2026,https://www.ticketmaster.se/event/mnozil-brass-30-arsjubileum-biljetter/1520923382,https://s1.ticketm.net/dam/a/76e/712210b6-d1c1-4e6e-8176-ac77ed58c76e_ARTIST_PAGE_3_2.jpg
Z698xZq2Z1kjFodbP,Efva Lilja - A Life as Right as Rain,2026-04-17,19:00:00,onsale,Arts & Theatre,Dance,Dansens Hus Blackbox,59.33233,18.06293,578,653,True,Friday,April,2026,https://www.ticketmaster.se/event/efva-lilja-a-life-as-right-as-rain-biljetter/708443625,https://s1.ticketm.net/dam/a/6c1/57bab500-611c-41c9-9715-8cffef9666c1_ARTIST_PAGE_3_2.jpg
Z698xZq2Z16eZPJ3ea,Bo Kaspers Orkester - Il magnifico,2026-04-17,19:30:00,onsale,Arts & Theatre,Spectacular,Göta Lejon,59.31378,18.07384,354,630,True,Friday,April,2026,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/2025992089,https://s1.ticketm.net/dam/e/c0c/81e31760-99d5-4ebb-8296-c3cbcad31c0c_RECOMENDATION_16_9.jpg
Z698xZq2Z16v-AfxeA,& Julia,2026-04-17,19:30:00,onsale,Arts & Theatre,Theatre,Cirkus,59.32457,18.09969,676,862,True,Friday,April,2026,https://www.ticketmaster.se/event/-julia-biljetter/1845522085,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
Z698xZq2Z16v1KCd7S,Per Andersson - Kardborreshowen,2026-04-17,20:00:00,onsale,Arts & Theatre,Comedy,Rival,59.31816,18.06364,544,623,True,Friday,April,2026,https://www.ticketmaster.se/event/per-andersson-kardborreshowen-biljetter/1293383133,https://s1.ticketm.net/dam/a/85f/fb6817d8-005d-4dfb-8ac4-5dd636b5785f_ARTIST_PAGE_3_2.jpg
Z698xZq2Z16vuF43o0,MAFFIA COMEDY SUPERWEEKEND - Elina Du Rietz,2026-04-17,20:00:00,onsale,Arts & Theatre,Comedy,Clarion Hotel Sign,59.99333,18.89062,610,885,True,Friday,April,2026,https://www.ticketmaster.se/event/maffia-comedy-superweekend-elina-du-rietz-biljetter/1348552464,https://s1.ticketm.net/dam/a/2f9/43412b6f-da4a-4529-afd0-31ba4b1162f9_RECOMENDATION_16_9.jpg
Z698xZq2Z1kQZZg4o,Stadsvandring med Christopher O'Regan - Grändernas hemligheter,2026-04-18,11:00:00,onsale,Miscellaneous,Family,Gamla stan,59.3266,18.0709,146,284,True,Saturday,April,2026,https://www.ticketmaster.se/event/stadsvandring-med-christopher-oregan-grandernas-hemligheter-biljetter/680035551,https://s1.ticketm.net/dam/a/506/784570b2-0a86-4a75-8af4-bed7018b7506_CUSTOM.jpg
Z698xZq2Z1kxvoxOw,Claire Parsons - Puder,2026-04-18,11:00:00,onsale,Arts & Theatre,Dance,Dansens Hus Studioscen,59.33623,18.05644,281,436,True,Saturday,April,2026,https://www.ticketmaster.se/event/claire-parsons-puder-biljetter/881462832,https://s1.ticketm.net/dam/c/cf0/e3e32db3-adac-486f-b78d-7c8857f8bcf0_106191_RETINA_PORTRAIT_3_2.jpg
Z698xZq2Z16vbkFU0b,MAMMA MIA! THE PARTY,2026-04-18,13:00:00,onsale,Arts & Theatre,Theatre,Tyrol,59.324127,18.096259,698,936,True,Saturday,April,2026,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/1606236918,https://s1.ticketm.net/dam/e/77e/e520232d-227d-4eaf-af18-8fc08ff7577e_TABLET_LANDSCAPE_LARGE_16_9.jpg
Z698xZq2Z16vr87bus,Claire Parsons - Puder,2026-04-18,13:00:00,onsale,Arts & Theatre,Dance,Dansens Hus Studioscen,59.33623,18.05644,648,866,True,Saturday,April,2026,https://www.ticketmaster.se/event/claire-parsons-puder-biljetter/1790118371,https://s1.ticketm.net/dam/c/cf0/e3e32db3-adac-486f-b78d-7c8857f8bcf0_106191_RETINA_PORTRAIT_3_2.jpg
Z698xZq2Z16v7Nv_fI,& Julia,2026-04-18,15:00:00,onsale,Arts & Theatre,Theatre,Cirkus,59.32457,18.09969,427,713,True,Saturday,April,2026,https://www.ticketmaster.se/event/-julia-biljetter/1123059528,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
Z698xZq2Z16v-gokaA,Bo Kaspers Orkester - Il magnifico,2026-04-18,16:00:00,onsale,Music,Rock,Göta Lejon,59.31378,18.07384,866,1076,True,Saturday,April,2026,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/1875446245,https://s1.ticketm.net/dam/e/654/00b0ebba-d16d-446c-82d8-51deb49f4654_TABLET_LANDSCAPE_16_9.jpg
Z698xZq2Z1kPY_OQ3,Efva Lilja - A Life as Right as Rain,2026-04-18,16:00:00,onsale,Arts & Theatre,Dance,Dansens Hus Blackbox,59.33233,18.06293,583,864,True,Saturday,April,2026,https://www.ticketmaster.se/event/efva-lilja-a-life-as-right-as-rain-biljetter/970660692,https://s1.ticketm.net/dam/a/6c1/57bab500-611c-41c9-9715-8cffef9666c1_ARTIST_PAGE_3_2.jpg
Z698xZq2Z16vxaaPj9,Per Andersson - Kardborreshowen,2026-04-18,17:00:00,onsale,Arts & Theatre,Comedy,Rival,59.31816,18.06364,365,581,True,Saturday,April,2026,https://www.ticketmaster.se/event/per-andersson-kardborreshowen-biljetter/1889265717,https://s1.ticketm.net/dam/a/85f/fb6817d8-005d-4dfb-8ac4-5dd636b5785f_ARTIST_PAGE_3_2.jpg
Z698xZq2Z1kAZaO4E,Labero's Magic World,2026-04-18,18:00:00,onsale,Miscellaneous,Food & Drink,La Botanica,59.36898,18.00585,277,344,True,Saturday,April,2026,https://www.ticketmaster.se/event/laberos-magic-world-biljetter/140260567,https://s1.ticketm.net/dam/a/f00/7a24bdb3-8f78-408b-85aa-125463437f00_TABLET_LANDSCAPE_3_2.jpg
Z698xZq2Z1kGy8wo0,Svartklubben - Mat & Musik i Mörker,2026-04-18,18:00:00,onsale,Miscellaneous,Food & Drink,Svartklubben,59.31209,18.08133,340,588,True,Saturday,April,2026,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/339432464,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg
Z698xZq2Z16v-xq-P_,LAVA The Scandinavian Tour 2026,2026-04-18,19:00:00,cancelled,Music,Other,Nya Cirkus,59.32458,18.0997,837,955,True,Saturday,April,2026,https://www.ticketmaster.se/event/lava-the-scandinavian-tour-2026-biljetter/1862761959,https://s1.ticketm.net/dam/e/a20/4ca3d33a-3444-42a1-b29a-0a23f3852a20_CUSTOM.jpg
Z698xZq2Z1k7kbNZp,"5 Seconds of Summer - EVERYONE'S A STAR! WORLD TOUR, Platinum tickets",2026-04-18,19:00:00,onsale,Music,Rock,Hovet,59.33233,18.06293,565,712,True,Saturday,April,2026,https://www.ticketmaster.se/event/5-seconds-of-summer-everyones-a-star-world-tour-platinumbiljetter-biljetter/106623016,https://s1.ticketm.net/dam/a/fc0/23c8d778-e594-414e-8eab-307d6355dfc0_ARTIST_PAGE_3_2.jpg
Z698xZq2Z16v7Ax6up,MAMMA MIA! THE PARTY,2026-04-18,19:30:00,onsale,Arts & Theatre,Theatre,Tyrol,59.324127,18.096259,671,802,True,Saturday,April,2026,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/1105887356,https://s1.ticketm.net/dam/e/a0d/dd7f8e15-926a-4e43-a4f4-f383a5756a0d_RETINA_PORTRAIT_16_9.jpg
Z698xZq2Z16vx7b60A,Bo Kaspers Orkester - Il magnifico,2026-04-18,19:30:00,onsale,Arts & Theatre,Spectacular,Göta Lejon,59.31378,18.07384,312,452,True,Saturday,April,2026,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/1884607905,https://s1.ticketm.net/dam/e/f31/df352019-8f20-4acd-ab2c-3426285adf31_RETINA_LANDSCAPE_16_9.jpg
Z698xZq2Z1kvUjsoF,& Julia,2026-04-18,19:30:00,onsale,Arts & Theatre,Theatre,Cirkus,59.32457,18.09969,390,633,True,Saturday,April,2026,https://www.ticketmaster.se/event/-julia-biljetter/76731448,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
Z698xZq2Z16vG37VFY,MAFFIA COMEDY SUPERWEEKEND - Elina Du Rietz,2026-04-18,20:00:00,onsale,Arts & Theatre,Comedy,Clarion Hotel Sign,59.99333,18.89062,270,489,True,Saturday,April,2026,https://www.ticketmaster.se/event/maffia-comedy-superweekend-elina-du-rietz-biljetter/1312134230,https://s1.ticketm.net/dam/a/2f9/43412b6f-da4a-4529-afd0-31ba4b1162f9_RECOMENDATION_16_9.jpg
Z698xZq2Z16vuIAyaF,Per Andersson - Kardborreshowen,2026-04-18,20:00:00,onsale,Arts & Theatre,Comedy,Rival,59.31816,18.06364,703,964,True,Saturday,April,2026,https://www.ticketmaster.se/event/per-andersson-kardborreshowen-biljetter/1368179248,https://s1.ticketm.net/dam/a/85f/fb6817d8-005d-4dfb-8ac4-5dd636b5785f_ARTIST_PAGE_3_2.jpg
Z698xZq2Z16vFFozj0,& Julia,2026-04-19,15:00:00,onsale,Arts & Theatre,Theatre,Cirkus,59.32457,18.09969,719,800,True,Sunday,April,2026,https://www.ticketmaster.se/event/-julia-biljetter/1208478724,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
Z698xZq2Z1kaPZUZN,Christopher Cross,2026-04-20,19:00:00,onsale,Music,Other,Cirkus,59.32457,18.09969,435,567,True,Monday,April,2026,https://www.ticketmaster.se/event/christopher-cross-biljetter/265036023,https://s1.ticketm.net/dam/e/ebc/f9ec9170-cedf-479e-a772-ea73c4f07ebc_TABLET_LANDSCAPE_LARGE_16_9.jpg
Z698xZq2Z16vAgbJjd,"Matt Rife: Stay Golden World Tour, Platinum Tickets",2026-04-20,19:30:00,onsale,Arts & Theatre,Comedy,Avicii Arena,59.29416,18.08081,316,566,True,Monday,April,2026,https://www.ticketmaster.se/event/matt-rife-stay-golden-world-tour-platinumbiljetter-biljetter/1175626703,https://s1.ticketm.net/dam/a/0c9/ca006906-7ad8-4113-ba63-f20659fd30c9_TABLET_LANDSCAPE_3_2.jpg
Z698xZq2Z1kx9Fbb_,Svartklubben - Mat & Musik i Mörker,2026-04-21,18:00:00,onsale,Arts & Theatre,Theatre,Svartklubben,59.31209,18.08133,366,490,True,Tuesday,April,2026,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/897218619,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg
Z698xZq2Z16vjZPaOs,Rhythm of the Dance,2026-04-21,19:00:00,onsale,Arts & Theatre,Dance,Cirkus,59.32457,18.09969,370,483,True,Tuesday,April,2026,https://www.ticketmaster.se/event/rhythm-of-the-dance-biljetter/1700949831,https://s1.ticketm.net/dam/e/0ee/03d1602c-7a6a-4df6-937f-a5a8241bc0ee_SOURCE
Z698xZq2Z1kqkAAJo,Stödkonsert för Ukraina: Borys Ljatosjynsky,2026-04-21,19:00:00,onsale,Arts & Theatre,Theatre,Allhelgonakyrkan,59.30982,18.07379,254,357,True,Tuesday,April,2026,https://www.ticketmaster.se/event/stodkonsert-for-ukraina-borys-ljatosjynsky-biljetter/746145991,https://s1.ticketm.net/dam/a/c23/43c3d863-3ce7-4868-973f-009502841c23_TABLET_LANDSCAPE_16_9.jpg
Z698xZq2Z16v44ZpGY,Medborgare Nûjen,2026-04-21,19:30:00,onsale,Arts & Theatre,Comedy,Rival,59.31816,18.06364,740,975,True,Tuesday,April,2026,https://www.ticketmaster.se/event/medborgare-nujen-biljetter/1555016330,https://s1.ticketm.net/dam/e/592/0f2aedda-b6a8-45a3-b906-2c2d4ac2c592_TABLET_LANDSCAPE_16_9.jpg
Z698xZq2Z16v-z0gPV,GöteborgsOperans Danskompani - Little Concert,2026-04-22,18:00:00,onsale,Arts & Theatre,Dance,Dansens Hus Studioscen,59.33623,18.05644,446,682,True,Wednesday,April,2026,https://www.ticketmaster.se/event/goteborgsoperans-danskompani-little-concert-biljetter/1878935974,https://s1.ticketm.net/dam/a/e9c/fdad61e3-9f19-412f-9ca3-3749b72e7e9c_TABLET_LANDSCAPE_LARGE_16_9.jpg
Z698xZq2Z16v0fAoPs,Svartklubben - Mat och standup i mörker,2026-04-22,18:00:00,onsale,Miscellaneous,Food & Drink,Svartklubben,59.31209,18.08133,303,480,True,Wednesday,April,2026,https://www.ticketmaster.se/event/svartklubben-mat-och-standup-i-morker-biljetter/1914151971,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg
Z698xZq2Z16vZO4VuF,"Sissela Kyle ""Min Föreställning Om Mamma""",2026-04-22,18:00:00,onsale,Arts & Theatre,Comedy,Cirkus,59.32457,18.09969,681,959,True,Wednesday,April,2026,https://www.ticketmaster.se/event/sissela-kyle-min-forestallning-om-mamma-biljetter/1020574348,https://s1.ticketm.net/dam/a/9c2/2a0ef8c5-2686-46b8-8965-12ee791b79c2_RETINA_LANDSCAPE_16_9.jpg
Z698xZq2Z16vG9PV0t,Scott Bradlee’s Postmodern Jukebox - The Future Is Vintage Tour 2026,2026-04-22,19:30:00,onsale,Music,Blues,Göta Lejon,59.31378,18.07384,726,892,True,Wednesday,April,2026,https://www.ticketmaster.se/event/scott-bradlees-postmodern-jukebox-the-future-is-vintage-tour-2026-biljetter/1317974929,https://s1.ticketm.net/dam/a/fe6/d40e50d5-65d7-4e26-855d-6dbdb0494fe6_SOURCE
Z698xZq2Z16vZ9PNft,Medborgare Nûjen,2026-04-22,19:30:00,onsale,Arts & Theatre,Comedy,Rival,59.31816,18.06364,445,585,True,Wednesday,April,2026,https://www.ticketmaster.se/event/medborgare-nujen-biljetter/1017963529,https://s1.ticketm.net/dam/e/360/d4e8a2bf-04c6-479e-975a-28578b888360_EVENT_DETAIL_PAGE_16_9.jpg
Z698xZq2Z16vuEr4qN,Svartklubben - Mat & Musik i Mörker,2026-04-23,18:00:00,onsale,Arts & Theatre,Theatre,Svartklubben,59.31209,18.08133,697,779,True,Thursday,April,2026,https://www.ticketmaster.se/event/svartklubben-mat--musik-i-morker-biljetter/1367795763,https://s1.ticketm.net/dam/a/841/1c1b2a57-616a-4e71-8e64-37d129780841_TABLET_LANDSCAPE_16_9.jpg
Z698xZq2Z1k_MZ00f,GöteborgsOperans Danskompani - Little Concert,2026-04-23,18:00:00,onsale,Arts & Theatre,Dance,Dansens Hus Studioscen,59.33623,18.05644,586,753,True,Thursday,April,2026,https://www.ticketmaster.se/event/goteborgsoperans-danskompani-little-concert-biljetter/677024914,https://s1.ticketm.net/dam/a/e9c/fdad61e3-9f19-412f-9ca3-3749b72e7e9c_TABLET_LANDSCAPE_LARGE_16_9.jpg
Z698xZq2Z16vj_edo8,MAMMA MIA! THE PARTY,2026-04-23,18:30:00,onsale,Arts & Theatre,Theatre,Tyrol,59.324127,18.096259,545,705,True,Thursday,April,2026,https://www.ticketmaster.se/event/mamma-mia-the-party-biljetter/1719083450,https://s1.ticketm.net/dam/e/20f/5ed3d767-833a-4037-887d-ec646e72c20f_RETINA_PORTRAIT_3_2.jpg
Z698xZq2Z16vaAvNG-,Bo Kaspers Orkester - Il magnifico,2026-04-23,19:30:00,onsale,Music,Rock,Göta Lejon,59.31378,18.07384,552,758,True,Thursday,April,2026,https://www.ticketmaster.se/event/bo-kaspers-orkester-il-magnifico-biljetter/1245063321,https://s1.ticketm.net/dam/e/646/a9f4701e-0828-4e04-bc82-99800f465646_TABLET_LANDSCAPE_3_2.jpg
Z698xZq2Z16vbfk_GM,& Julia,2026-04-23,19:30:00,onsale,Arts & Theatre,Theatre,Cirkus,59.32457,18.09969,452,539,True,Thursday,April,2026,https://www.ticketmaster.se/event/-julia-biljetter/1614199337,https://s1.ticketm.net/dam/a/9d5/39c257d4-fad5-4891-8029-070e011c09d5_TABLET_LANDSCAPE_3_2.jpg
Z698xZq2Z16v-JZ7fb,Guldgruvan comedyklubb,2026-04-23,20:00:00,onsale,Arts & Theatre,Comedy,Sofia Common,59.31387,18.09131,353,522,True,Thursday,April,2026,https://www.ticketmaster.se/event/guldgruvan-comedyklubb-biljetter/1866004518,https://s1.ticketm.net/dam/a/933/04589563-a8b7-492d-8612-ac299f8d5933_CUSTOM.jpg
